delka,zanry,zeme,rok,hodnoceni_procenta,hodnoceni_pocet
42,"Drama,Horor,Romantický,Fantasy,Mysteriózní,Thriller",USA,2009,81,217
42,"Drama,Horor,Romantický,Fantasy,Mysteriózní,Thriller",USA,2014,83,114
43,"Drama,Horor,Romantický,Fantasy,Mysteriózní,Thriller",USA,2017,82,104
92,Drama,NaN,2008,NaN,1
12,"Animovaný,Krátkometrážní",Francie,1998,NaN,1
NaN,"Akční,Krimi,Drama,Thriller",NaN,NaN,NaN,NaN
40,Soutěžní,Česko,1997,24,2 572
90,Drama,USA,1936,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
90,Komedie,Itálie,1976,NaN,5
73,"Komedie,Drama,Sci-Fi",Kanada,2008,58,11
132,"Akční,Komedie,Drama",NaN,2008,NaN,NaN
10,"Krátkometrážní,Drama",NaN,2004,NaN,NaN
NaN,"Komedie,Romantický",NaN,NaN,NaN,NaN
42,"Komedie,Drama",USA,2015,NaN,1
NaN,"Akční,Drama",NaN,NaN,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
84,"Komedie,Thriller",USA,1973,73,61
23,Komedie,NaN,2003,NaN,NaN
235,Komedie,NaN,(2004–2005),NaN,NaN
47,Drama,NaN,2013,NaN,NaN
12,"Animovaný,Krátkometrážní,Rodinný",USA,2008,NaN,NaN
3,"Animovaný,Historický",Česko,2012,80,37
NaN,Komedie,NaN,NaN,NaN,NaN
60,"Dokumentární,Historický,Publicistický",USA,1997,80,24
90,"Dokumentární,Historický,Publicistický",USA,1997,NaN,2
57,"Dokumentární,Hudební",Velká Británie,2003,80,13
45,Krimi,Německo,2007,NaN,NaN
75,Hudební,USA,2004,92,154
86,"Dokumentární,Historický",Francie,2005,NaN,NaN
22,"Animovaný,Akční,Dobrodružný,Komedie",NaN,2004,NaN,7
26,Animovaný,Francie,2002,NaN,NaN
26,Animovaný,Francie,2004,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
21,"Krátkometrážní,Drama",Kanada,2008,NaN,NaN
42,"Krimi,Mysteriózní,Thriller,Drama",USA,2011,62,21
42,"Krimi,Mysteriózní,Thriller,Drama",USA,2013,59,19
43,"Krimi,Mysteriózní,Thriller,Drama",USA,2017,58,23
42,"Krimi,Mysteriózní,Thriller,Drama",USA,2019,65,20
195,Dokumentární,Česko,2007,79,31
102,Krimi,Itálie,2008,49,26
15,Krátkometrážní,NaN,1937,NaN,NaN
92,Dokumentární,Itálie,2006,NaN,3
88,Drama,NaN,2008,59,63
20,"Krátkometrážní,Komedie",Itálie,1999,NaN,NaN
12,"Krátkometrážní,Komedie,Akční",USA,2007,NaN,NaN
96,,NaN,1932,NaN,1
60,Krimi,Německo,2017,73,12
60,Krimi,Německo,2017,NaN,9
42,"Komedie,Drama,Rodinný",USA,2010,NaN,6
86,Drama,NaN,2008,NaN,NaN
NaN,Komedie,USA,NaN,NaN,NaN
NaN,Romantický,USA,NaN,NaN,NaN
45,,Německo,2006,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
NaN,"Komedie,Drama,Romantický",NaN,NaN,NaN,NaN
40,Hudební,NaN,1984,69,18
NaN,"Drama,Rodinný",NaN,NaN,NaN,1
43,"Krimi,Drama",NaN,2008,NaN,1
133,Krimi,NaN,2009,64,16
NaN,"Akční,Komedie,Drama,Rodinný",NaN,NaN,NaN,NaN
NaN,Thriller,NaN,NaN,NaN,NaN
82,"Dobrodružný,Krimi",NaN,1981,NaN,8
107,"Akční,Komedie,Krimi,Thriller",USA,2010,76,37 578
89,"Krimi,Drama",NaN,1986,NaN,NaN
90,"Krimi,Drama",Německo,2001,61,23
90,"Krimi,Drama",Německo,1999,37,37
90,"Krimi,Drama",NaN,1977,NaN,NaN
90,"Krimi,Drama",Německo,2006,NaN,9
90,"Krimi,Drama",Německo,2006,NaN,3
90,"Krimi,Drama",Německo,2008,NaN,9
93,"Krimi,Drama",Německo,2015,NaN,1
90,"Krimi,Drama",Rakousko,2008,NaN,7
90,"Krimi,Drama",Německo,2016,65,48
90,"Krimi,Drama",Německo,2018,75,16
85,"Krimi,Drama",NaN,1988,NaN,NaN
88,"Krimi,Drama",Německo,1992,NaN,3
94,"Drama,Mysteriózní,Thriller",USA,1949,63,13
87,Drama,NaN,2009,NaN,2
30,"Komedie,Horor,Mysteriózní",Velká Británie,2009,76,19
30,"Komedie,Horor,Mysteriózní",Velká Británie,2009,75,19
88,Dokumentární,Rakousko,2008,NaN,9
100,"Komedie,Drama",USA,2009,54,10
58,"Dokumentární,Životopisný",Česko,2000,78,150
52,"Dokumentární,Životopisný",Česko,2004,85,39
52,"Rodinný,Komedie,Drama",Česko,2010,82,265
52,"Rodinný,Komedie,Drama",Česko,2012,80,166
75,"Krimi,Drama,Thriller",Velká Británie,2007,NaN,NaN
43,"Drama,Sportovní",USA,2010,NaN,2
44,"Drama,Sportovní",USA,2011,NaN,2
43,"Sci-Fi,Drama,Thriller",USA,2010,65,21
85,Akční,NaN,2008,18,28
NaN,"Dokumentární,Publicistický",Česko,NaN,52,229
NaN,Drama,NaN,NaN,NaN,NaN
108,"Akční,Dobrodružný,Komedie,Fantasy",NaN,2004,NaN,1
23,"Dokumentární,Krimi",NaN,2003,NaN,1
22,"Dokumentární,Krimi",NaN,2005,NaN,1
22,"Dokumentární,Krimi",NaN,2006,NaN,1
21,"Dokumentární,Krimi",NaN,2009,NaN,1
65,"Komedie,Drama,Romantický",NaN,2009,NaN,5
65,"Komedie,Drama,Romantický",NaN,2009,NaN,5
NaN,Horor,NaN,NaN,NaN,3
60,"Krimi,Drama,Thriller",Německo,2009,NaN,NaN
45,Drama,Polsko,2005,NaN,NaN
NaN,"Krátkometrážní,Animovaný,Komedie,Rodinný",USA,NaN,NaN,2
91,"Mysteriózní,Thriller",Španělsko,2009,55,123
57,Dokumentární,Česko,2009,61,84
3,"Animovaný,Komedie",Japonsko,2009,NaN,4
NaN,"Animovaný,Dobrodružný,Fantasy",NaN,NaN,NaN,NaN
44,"Dokumentární,Historický,Mysteriózní",USA,2013,63,22
1311,"Historický,Romantický,Drama",NaN,2008,80,21
156,"Drama,Životopisný",USA,1943,82,112
NaN,Komedie,USA,NaN,NaN,NaN
NaN,Krátkometrážní,NaN,NaN,NaN,NaN
NaN,"Muzikál,Romantický",NaN,NaN,NaN,NaN
136,Drama,NaN,1967,NaN,2
NaN,"Rodinný,Muzikál,Romantický,Drama",NaN,NaN,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
79,"Krimi,Drama",USA,1991,66,10
171,"Akční,Komedie,Fantasy",NaN,2007,65,26
NaN,,NaN,NaN,NaN,NaN
121,Drama,NaN,2010,60,242
59,"Komedie,Drama",NaN,2003,NaN,NaN
110,"Akční,Drama",NaN,2002,NaN,2
10,Krátkometrážní,USA,1968,NaN,4
50,Rodinný,Německo,2008,NaN,NaN
50,Rodinný,Německo,2009,NaN,1
50,Rodinný,Německo,2013,NaN,NaN
97,Dokumentární,NaN,2004,NaN,NaN
11,"Krátkometrážní,Komedie",USA,2005,NaN,2
NaN,"Akční,Drama,Thriller",NaN,NaN,NaN,4
100,Dokumentární,NaN,2009,NaN,1
92,,NaN,1981,NaN,1
NaN,Romantický,NaN,NaN,NaN,NaN
NaN,Pornografický,USA,NaN,NaN,1
73,"Dokumentární,Hudební",USA,2006,NaN,8
22,"Komedie,Romantický",USA,2010,NaN,NaN
NaN,"Komedie,Krátkometrážní",USA,NaN,NaN,NaN
NaN,Fantasy,NaN,NaN,NaN,1
13,"Dokumentární,Krátkometrážní",USA,1942,NaN,NaN
22,"Komedie,Romantický",USA,2009,87,204
22,"Komedie,Romantický",USA,2013,84,129
80,"Animovaný,Komedie,Drama,Povídkový",NaN,2009,NaN,2
102,Akční,USA,2009,55,878
21,Komedie,USA,2011,79,111
21,Komedie,USA,2013,79,94
483,Komedie,USA,(2016–2017),81,235
22,"Animovaný,Akční,Komedie",USA,2011,80,67
22,"Animovaný,Akční,Komedie",USA,2014,83,58
79,,Japonsko,2008,NaN,9
85,Dokumentární,USA,2008,75,11
18,"Krátkometrážní,Rodinný",USA,2006,NaN,7
64,"Akční,Mysteriózní,Thriller,Romantický",NaN,2009,NaN,1
23,Komedie,USA,2010,NaN,2
21,Komedie,USA,2011,NaN,2
2305,"Komedie,Drama,Rodinný",USA,(2010–2014),52,2 155
110,Drama,NaN,2009,53,56
93,Dokumentární,NaN,2008,NaN,NaN
60,Drama,Japonsko,2005,NaN,1
83,Drama,Japonsko,2009,59,32
58,"Krimi,Komedie",Japonsko,2009,80,65
90,Komedie,USA,2013,37,23
52,Thriller,Francie,2016,NaN,2
54,"Romantický,Drama",Japonsko,2008,81,26
NaN,Dokumentární,NaN,NaN,NaN,NaN
62,Horor,USA,2009,NaN,2
25,"Animovaný,Dobrodružný,Fantasy,Komedie",Japonsko,2008,NaN,NaN
29,"Dokumentární,Krátkometrážní,Dobrodružný,Sci-Fi",Česko,2009,61,31
90,"Romantický,Komedie",NaN,2010,NaN,6
52,"Krimi,Akční,Drama",Francie,2009,NaN,NaN
500,Krimi,NaN,2001,NaN,1
50,Krimi,NaN,2003,NaN,NaN
60,Dokumentární,Rakousko,1994,NaN,1
90,Drama,USA,2013,NaN,1
73,"Drama,Romantický",USA,1956,NaN,NaN
45,"Komedie,Drama",Rakousko,2005,NaN,1
180,Drama,NaN,2009,NaN,NaN
118,Dokumentární,Česko,2009,69,44
NaN,Drama,Itálie,NaN,NaN,NaN
105,Dokumentární,Česko,2009,78,13
23,"Animovaný,Akční,Fantasy,Komedie",Japonsko,2011,NaN,1
23,"Animovaný,Akční,Fantasy,Komedie",Japonsko,2014,NaN,1
45,"Rodinný,Drama,Dobrodružný",NaN,2009,62,10
43,Drama,NaN,2011,NaN,NaN
57,Pohádka,Česko,2009,20,450
15,"Dokumentární,Krátkometrážní",USA,2007,NaN,1
10,"Krátkometrážní,Horor",USA,2008,NaN,2
90,"Drama,Romantický",USA,2005,NaN,NaN
130,Horor,Německo,2000,46,14
52,"Krimi,Drama",USA,1920,NaN,1
NaN,"Akční,Komedie",USA,NaN,NaN,NaN
24,"Animovaný,Akční,Fantasy,Komedie",Japonsko,2009,NaN,NaN
25,"Animovaný,Dobrodružný,Drama,Sci-Fi",Japonsko,1980,NaN,NaN
42,"Drama,Krimi,Dobrodružný",NaN,2008,NaN,2
80,"Horor,Mysteriózní",USA,2009,24,485
262,"Krimi,Rodinný",NaN,1981,39,233
24,"Animovaný,Dobrodružný,Krimi,Thriller",Japonsko,1999,NaN,3
101,Drama,NaN,1995,NaN,6
62,"Komedie,Hudební",Česko,2008,75,199
25,"Animovaný,Akční,Fantasy,Komedie",Japonsko,2008,NaN,NaN
25,"Animovaný,Akční,Fantasy,Komedie",Japonsko,2009,NaN,NaN
25,"Animovaný,Akční,Fantasy,Komedie",Japonsko,2010,NaN,NaN
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
44,Dokumentární,USA,2008,55,21
60,Drama,Velká Británie,2006,70,14
15,Hudební,NaN,1971,44,14
87,Pornografický,USA,2000,53,18
97,"Drama,Komedie,Romantický",USA,2010,72,11 537
82,Drama,NaN,2009,NaN,2
53,Hudební,Česko,2008,61,56
93,"Akční,Thriller",NaN,2011,56,5 687
60,"Hudební,Dokumentární",Česko,2006,87,43
111,"Akční,Komedie",Polsko,2006,NaN,4
NaN,"Krátkometrážní,Experimentální",NaN,NaN,85,22
3,Krátkometrážní,USA,2006,NaN,7
45,Dokumentární,Slovensko,2008,71,13
96,"Drama,Historický",Itálie,1943,NaN,8
17,Krátkometrážní,NaN,2008,44,11
NaN,Krátkometrážní,NaN,NaN,NaN,NaN
52,"Hudební,Dokumentární",Česko,2007,64,51
41,Drama,Slovensko,2011,52,12
160,Pornografický,USA,2005,58,19
45,"Mysteriózní,Komedie",NaN,2009,NaN,1
42,"Drama,Fantasy,Romantický,Thriller",USA,2011,81,139
42,"Drama,Fantasy,Romantický,Thriller",USA,2011,87,113
42,"Drama,Fantasy,Romantický,Thriller",USA,2014,90,87
53,Drama,Velká Británie,2008,NaN,2
7,Krátkometrážní,NaN,2008,NaN,4
93,Drama,Francie,1943,NaN,NaN
90,"Komedie,Rodinný,Dobrodružný",NaN,1984,NaN,1
93,Dokumentární,NaN,2009,86,82
NaN,,NaN,NaN,NaN,1
95,Drama,NaN,1987,NaN,NaN
41,"Komedie,Romantický",Polsko,2011,NaN,2
42,"Komedie,Romantický",Polsko,2013,NaN,2
60,Drama,NaN,1984,45,124
85,Dokumentární,USA,2008,NaN,NaN
NaN,Komedie,USA,NaN,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
105,Povídkový,NaN,2010,61,47
55,Drama,NaN,1990,40,54
NaN,Hudební,USA,NaN,92,129
47,"Drama,Romantický",Velká Británie,2010,88,203
64,Drama,USA,2011,83,52
89,"Akční,Dobrodružný",Velká Británie,1982,NaN,2
NaN,,Francie,NaN,NaN,1
68,Drama,USA,1931,NaN,3
15,"Krátkometrážní,Drama",Česko,2009,39,35
10,Dokumentární,NaN,1988,NaN,7
43,Dokumentární,Česko,2010,57,15
8,"Dokumentární,Krátkometrážní",NaN,1986,NaN,NaN
42,"Akční,Krimi,Drama,Thriller,Western",USA,2013,76,18
NaN,"Dokumentární,Sportovní",USA,NaN,NaN,6
NaN,,USA,NaN,NaN,NaN
48,Dokumentární,Velká Británie,2008,79,36
30,Komedie,USA,1971,NaN,NaN
219,Pornografický,USA,2009,NaN,5
100,Thriller,NaN,2010,60,10
103,"Drama,Thriller",USA,1984,75,150
NaN,Pornografický,Itálie,NaN,NaN,1
240,"Sportovní,Akční",USA,2010,87,156
NaN,Horor,USA,NaN,NaN,NaN
NaN,Dokumentární,USA,NaN,NaN,NaN
50,Dokumentární,NaN,1999,77,212
89,"Komedie,Muzikál",USA,1940,80,12
NaN,,NaN,NaN,NaN,NaN
45,Krimi,Německo,2018,NaN,NaN
25,"Akční,Drama,Romantický",Německo,2009,NaN,NaN
101,"Komedie,Romantický,Thriller",NaN,1994,66,77
60,Dokumentární,Německo,2010,NaN,2
NaN,Drama,USA,NaN,NaN,NaN
75,Komedie,Francie,1938,NaN,NaN
90,Sci-Fi,USA,2005,17,184
58,Dokumentární,Česko,2008,73,49
43,"Dokumentární,Životopisný,Talk-show",NaN,1991,72,58
72,Horor,USA,2002,NaN,2
152,Pornografický,Francie,2008,NaN,9
60,Dokumentární,Velká Británie,1998,NaN,NaN
96,Drama,NaN,2009,NaN,NaN
84,"Drama,Krimi",NaN,1951,NaN,3
90,,Itálie,1969,NaN,2
52,Komedie,Francie,2011,NaN,NaN
94,Komedie,NaN,1981,NaN,6
3,"Krátkometrážní,Horor,Thriller",Slovensko,2013,71,592
NaN,"Krátkometrážní,Horor",USA,NaN,NaN,5
56,"Drama,Sportovní",USA,2011,NaN,5
484,"Drama,Sportovní",USA,2011,65,242
10,Krátkometrážní,Japonsko,1997,63,14
45,Komedie,NaN,2006,NaN,1
NaN,"Dobrodružný,Rodinný,Fantasy",USA,NaN,NaN,NaN
60,Komedie,USA,2007,NaN,1
97,"Dobrodružný,Drama,Romantický",Itálie,2001,24,15
44,"Drama,Mysteriózní,Thriller",USA,2013,85,66
46,"Komedie,Drama",USA,2016,83,70
132,Akční,NaN,2010,62,35
63,Drama,Polsko,2000,NaN,NaN
49,Drama,Maďarsko,2008,NaN,NaN
22,Komedie,Polsko,2005,NaN,NaN
308,Komedie,Polsko,2008,NaN,NaN
42,Drama,Polsko,2009,NaN,NaN
12,"Animovaný,Krátkometrážní",Slovensko,2009,NaN,5
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
NaN,"Komedie,Krátkometrážní",USA,NaN,NaN,NaN
60,"Drama,Muzikál,Romantický",NaN,2007,NaN,NaN
15,"Krátkometrážní,Komedie",USA,2009,NaN,NaN
NaN,"Krátkometrážní,Drama",Itálie,NaN,NaN,NaN
9,"Animovaný,Krátkometrážní",Francie,1946,65,27
57,"Drama,Historický,Krimi",NaN,2011,84,50
53,"Drama,Historický,Krimi",NaN,2011,77,46
NaN,Komedie,NaN,NaN,80,15
91,Drama,USA,1951,NaN,2
102,Thriller,NaN,2008,NaN,1
NaN,,NaN,NaN,NaN,NaN
25,"Animovaný,Drama,Romantický",Japonsko,2012,NaN,1
5,"Krátkometrážní,Krimi,Horor",NaN,2009,39,17
44,Dokumentární,Velká Británie,2008,NaN,1
100,"Dobrodružný,Romantický",USA,1987,60,66
6,"Krátkometrážní,Komedie",Francie,1909,55,51
90,Komedie,Česko,2012,22,1 844
NaN,,NaN,NaN,NaN,NaN
79,"Komedie,Romantický",Velká Británie,1951,70,52
119,"Drama,Romantický,Hudební",USA,1947,86,27
15,"Krátkometrážní,Dokumentární",NaN,1964,68,88
23,"Komedie,Sci-Fi,Horor",Kanada,2010,NaN,2
30,Komedie,Kanada,2009,NaN,NaN
50,"Drama,Akční",Japonsko,2008,80,69
24,"Dokumentární,Krátkometrážní",NaN,1978,NaN,2
50,"Komedie,Drama",Německo,2010,NaN,NaN
10,"Krátkometrážní,Experimentální",USA,1998,NaN,6
NaN,,Francie,NaN,NaN,NaN
52,Dokumentární,Kanada,2009,70,33
46,Komedie,NaN,2008,NaN,2
90,,Francie,2008,NaN,NaN
93,Psychologický,NaN,1986,NaN,1
43,"Akční,Krimi,Drama,Thriller",USA,2011,NaN,5
180,"Sportovní,Akční",USA,2010,83,72
113,"Komedie,Drama,Životopisný,Historický",Velká Británie,2010,71,1 037
NaN,,Francie,NaN,NaN,NaN
22,Komedie,USA,2010,NaN,2
22,Komedie,USA,2011,NaN,1
88,"Western,Romantický,Mysteriózní",USA,1930,NaN,3
107,"Horor,Mysteriózní,Thriller",Španělsko,2003,NaN,NaN
101,Dokumentární,USA,2008,NaN,6
50,Western,USA,1925,NaN,NaN
125,Dokumentární,NaN,2010,67,17
28,"Komedie,Krátkometrážní",NaN,1985,59,21
30,Mysteriózní,Španělsko,1992,NaN,1
76,Komedie,Česko,1996,59,27
82,Drama,USA,2006,NaN,NaN
60,Komedie,USA,1928,NaN,NaN
22,Komedie,USA,2012,NaN,3
100,"Akční,Komedie",Polsko,2009,NaN,3
59,"Rodinný,Drama",Česko,2010,NaN,5
54,"Rodinný,Drama",Česko,2010,NaN,5
57,"Rodinný,Drama",Česko,2010,NaN,5
21,Komedie,USA,2012,NaN,1
21,Komedie,USA,2014,NaN,1
21,Komedie,USA,2015,NaN,1
NaN,Reality-TV,Velká Británie,NaN,NaN,2
86,Dokumentární,USA,2008,NaN,NaN
60,Dokumentární,Slovensko,2008,69,33
2,"Krátkometrážní,Animovaný",NaN,1936,68,89
21,Komedie,USA,2014,75,11
104,Dokumentární,Francie,2009,83,126
63,Drama,NaN,1987,56,108
93,"Komedie,Horor,Sci-Fi",USA,2011,57,1 399
NaN,Romantický,NaN,NaN,NaN,NaN
25,Komedie,NaN,2011,NaN,NaN
25,Komedie,NaN,2012,NaN,NaN
22,"Rodinný,Fantasy,Horor",USA,2014,NaN,NaN
41,Hudební,Slovensko,2002,10,41
6,Krátkometrážní,USA,2008,NaN,NaN
NaN,Dokumentární,Kanada,NaN,NaN,NaN
NaN,"Krátkometrážní,Western",USA,NaN,NaN,NaN
NaN,"Krimi,Thriller",USA,NaN,NaN,3
90,"Akční,Thriller",USA,2009,NaN,3
42,"Krimi,Drama,Akční",USA,2012,75,25
1050,"Krimi,Drama,Akční",USA,(2015–2016),70,56
1050,"Krimi,Drama,Akční",USA,(2016–2017),68,51
41,"Krimi,Drama,Akční",USA,2019,77,18
93,Drama,USA,1949,NaN,3
45,"Dokumentární,Pornografický",USA,1997,NaN,7
87,"Akční,Krimi,Thriller",NaN,1977,NaN,2
12,"Animovaný,Dobrodružný,Komedie,Fantasy",USA,2014,95,27
12,"Animovaný,Dobrodružný,Komedie,Fantasy",USA,2014,93,30
44,"Animovaný,Dobrodružný,Komedie,Fantasy",USA,2018,95,39
52,"Hudební,Dokumentární",Česko,2010,85,75
87,"Drama,Mysteriózní",NaN,1961,NaN,3
50,Dokumentární,USA,2004,NaN,4
5,Krátkometrážní,Česko,2007,75,28
NaN,,NaN,NaN,NaN,2
83,Komedie,USA,1948,68,13
24,"Animovaný,Drama,Komedie,Romantický",Japonsko,2010,NaN,4
88,Horor,USA,2004,NaN,NaN
NaN,"Krátkometrážní,Komedie",Česko,NaN,NaN,2
50,Krimi,Maďarsko,2008,NaN,NaN
93,"Dokumentární,Hudební",NaN,2009,NaN,4
30,"Krátkometrážní,Fantasy,Komedie",Rakousko,1974,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
NaN,"Drama,Krimi",Itálie,NaN,NaN,1
4,"Krátkometrážní,Drama",NaN,1995,58,25
61,Dokumentární,Francie,2008,69,32
95,Drama,NaN,2008,NaN,NaN
6,"Krátkometrážní,Psychologický",Francie,2009,72,253
NaN,Krátkometrážní,Francie,NaN,NaN,NaN
3,Krátkometrážní,USA,1977,NaN,1
22,"Animovaný,Akční,Dobrodružný",USA,2011,89,19
8,"Animovaný,Krátkometrážní",NaN,2009,NaN,1
NaN,,Velká Británie,NaN,NaN,NaN
100,"Drama,Akční,Válečný",Itálie,2011,35,206
7,"Krátkometrážní,Komedie",USA,2010,NaN,3
96,"Drama,Erotický",NaN,2002,40,4 645
19,"Krátkometrážní,Dokumentární",NaN,1986,NaN,2
60,Reality-TV,Kanada,2006,69,50
44,Dokumentární,NaN,2010,NaN,3
NaN,Komedie,NaN,NaN,NaN,NaN
41,Reality-TV,USA,2010,NaN,1
83,Dokumentární,NaN,2010,NaN,4
88,Drama,NaN,2010,NaN,1
94,Drama,NaN,1986,NaN,1
52,Krimi,Francie,2012,NaN,NaN
NaN,Akční,NaN,NaN,NaN,1
30,"Publicistický,Pornografický",Slovensko,2007,31,481
NaN,Dokumentární,USA,NaN,NaN,8
30,Krátkometrážní,Česko,2010,32,33
8,"Krátkometrážní,Animovaný",NaN,2010,NaN,7
115,"Komedie,Drama,Romantický",NaN,2011,NaN,1
5,"Krátkometrážní,Komedie",Česko,2009,54,19
40,Krátkometrážní,USA,2007,NaN,NaN
30,Komedie,Velká Británie,2010,80,26
94,Drama,USA,1956,NaN,2
50,Thriller,Kanada,2005,NaN,NaN
36,"Komedie,Romantický",Japonsko,2009,70,73
11,"Animovaný,Rodinný",NaN,2005,35,73
53,Dokumentární,Německo,2009,64,15
18,"Krátkometrážní,Komedie",USA,2009,59,14
45,Dokumentární,Francie,2004,NaN,6
70,"Komedie,Romantický",NaN,2010,NaN,NaN
28,"Loutkový,Krátkometrážní",NaN,1975,NaN,7
143,"Muzikál,Drama,Komedie,Životopisný",USA,1962,58,29
40,Krátkometrážní,Německo,1972,NaN,1
25,Komedie,Německo,2009,NaN,NaN
49,"Pohádka,Rodinný",NaN,1977,NaN,3
121,"Dobrodružný,Fantasy,Akční,Drama",USA,2012,65,30 717
22,"Komedie,Drama",NaN,2011,NaN,NaN
21,"Komedie,Drama",NaN,2013,NaN,NaN
42,"Komedie,Drama",USA,2012,NaN,3
43,"Komedie,Drama",USA,2012,NaN,3
52,Drama,Francie,2009,NaN,NaN
43,"Dokumentární,Mysteriózní,Rodinný",USA,2017,77,13
17,"Dokumentární,Krátkometrážní",Česko,2010,60,11
NaN,Krátkometrážní,NaN,NaN,NaN,NaN
57,Dokumentární,Česko,1997,NaN,NaN
10,"Krátkometrážní,Komedie,Drama",NaN,2010,66,16
90,"Drama,Krimi,Film-Noir",USA,1954,NaN,7
84,"Dokumentární,Komedie",USA,2006,NaN,NaN
NaN,Drama,Velká Británie,NaN,NaN,NaN
22,"Animovaný,Akční,Dobrodružný",USA,2011,87,11
22,Komedie,Kanada,2010,NaN,NaN
75,"Animovaný,Komedie,Historický,Sci-Fi",NaN,1997,NaN,2
2,Krátkometrážní,Velká Británie,2006,64,46
10,"Dokumentární,Krátkometrážní",NaN,1947,NaN,2
9,Krátkometrážní,USA,1956,NaN,NaN
5,Dokumentární,Česko,2011,57,15
163,"Komedie,Drama",Maďarsko,2011,NaN,NaN
76,"Telenovela,Drama,Romantický",NaN,2007,NaN,7
74,"Telenovela,Drama,Romantický",NaN,2007,NaN,6
165,"Drama,Muzikál",NaN,1952,NaN,NaN
89,Drama,USA,2009,NaN,2
60,"Western,Muzikál",USA,1946,NaN,NaN
97,"Pornografický,Komedie,Drama",NaN,2010,NaN,7
43,Komedie,USA,2011,NaN,5
24,"Animovaný,Akční,Fantasy,Komedie",Japonsko,2011,NaN,NaN
4,"Animovaný,Krátkometrážní",NaN,2007,NaN,6
75,"Komedie,Drama",Španělsko,2008,NaN,NaN
75,"Komedie,Drama",Španělsko,2011,NaN,NaN
80,"Dobrodružný,Romantický",Španělsko,2016,NaN,NaN
40,Telenovela,NaN,2009,27,81
25,"Drama,Rodinný,Taneční",NaN,2012,NaN,3
24,"Drama,Rodinný,Taneční",NaN,2013,NaN,2
66,"Akční,Dobrodružný,Western",USA,1941,NaN,NaN
60,Drama,Velká Británie,2012,NaN,1
65,"Komedie,Romantický,Drama",NaN,2011,NaN,1
9,Krátkometrážní,Polsko,1994,NaN,2
22,"Animovaný,Komedie",USA,2016,NaN,3
22,"Animovaný,Komedie",USA,2016,NaN,6
NaN,"Krátkometrážní,Drama",NaN,NaN,NaN,5
23,Krátkometrážní,NaN,2005,NaN,NaN
80,Komedie,USA,1937,NaN,3
NaN,Pornografický,USA,NaN,50,53
30,"Animovaný,Akční,Fantasy,Komedie",Japonsko,2001,35,38
30,Komedie,Velká Británie,2013,88,70
80,"Komedie,Drama,Mysteriózní",USA,2011,67,20
8,Animovaný,Francie,2007,NaN,NaN
8,Animovaný,Francie,2009,NaN,NaN
22,Komedie,USA,2013,NaN,NaN
22,Komedie,USA,2015,NaN,NaN
59,Dokumentární,Velká Británie,2009,NaN,2
79,Hudební,USA,2007,NaN,5
91,"Thriller,Drama",NaN,2010,71,153
60,"Drama,Rodinný",NaN,1973,57,40
56,"Krimi,Drama,Mysteriózní,Thriller",USA,2012,91,224
93,"Dobrodružný,Komedie",USA,2009,NaN,2
16,"Krátkometrážní,Drama,Thriller",NaN,2009,NaN,NaN
95,"Soutěžní,Reality-TV,Hudební",NaN,2011,18,6 170
100,Drama,NaN,2010,NaN,NaN
90,Komedie,Velká Británie,2010,88,329
43,Dokumentární,Kanada,2003,70,12
90,Hudební,NaN,1930,NaN,NaN
45,"Akční,Krimi,Mysteriózní,Thriller",NaN,2012,NaN,3
50,Publicistický,NaN,1990,NaN,NaN
4,"Animovaný,Komedie",Japonsko,2001,NaN,2
43,"Komedie,Drama,Romantický",NaN,2012,NaN,NaN
NaN,Dokumentární,NaN,NaN,81,14
9,"Dokumentární,Krátkometrážní",NaN,1965,NaN,8
86,Dokumentární,NaN,2010,NaN,5
50,Dokumentární,Francie,2010,87,31
43,"Krimi,Thriller,Akční,Drama",NaN,2019,NaN,1
50,Dokumentární,Velká Británie,2000,70,12
NaN,Horor,NaN,NaN,72,20
23,"Animovaný,Akční,Rodinný,Komedie",USA,2011,70,20
78,Dobrodružný,Itálie,1943,NaN,NaN
86,"Komedie,Drama,Fantasy",NaN,2005,NaN,NaN
NaN,Horor,NaN,NaN,NaN,NaN
198,"Drama,Romantický",NaN,2009,NaN,3
41,Pornografický,USA,2007,26,82
22,"Animovaný,Komedie,Fantasy",NaN,2012,NaN,8
22,"Animovaný,Komedie,Fantasy",NaN,2014,NaN,7
22,"Animovaný,Komedie,Fantasy",NaN,2016,NaN,6
19,Hudební,NaN,1990,NaN,NaN
51,Dokumentární,Velká Británie,2011,93,11
28,Komedie,Kanada,2011,NaN,NaN
70,"Horor,Romantický",USA,2011,14,46
23,"Animovaný,Akční,Fantasy,Komedie",Japonsko,2011,NaN,NaN
